,Symbol,Company Name,Industry,Prior Close,% 5 Day Chg_x,% 4 Week Chg_x,% 52 Week Chg,Mkt Cap,Refinitiv,Argus Analyst,Argus A6 Quantitative,MarketEdge,Morgan Stanley,SmartConsensus,Thomson Reuters Consensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment,% 5 Day Chg_y,% 4 Week Chg_y,% Vs. S&P 500 4 Weeks,% Vs. S&P 500 13 Weeks,% Vs. S&P 500 52 Weeks,Beta,P/E Ratio (TTM)*,PEG Ratio,Price/Sales Ratio,Price/Book Ratio,Price/Cash Flow Ratio,Debt to Capital Ratio,% Return on Equity,% Return on Assets,% EPS Growth CFY*,% EPS Growth NFY*,% Revenue Growth CFY*,% Revenue Growth NFY*,% Dividend Yield,% Dividend Growth 5 Year
72,BRO,Brown & Brown Inc,Insurance,112.08,0.0007000000000000001,-0.06,0.24,$32.123B,1,1,1,-1,0,0.0,2.6,0,-1,0.0007000000000000001,-0.06,-0.0253,-0.0179,0.12359999999999999,0.39,31.31,3.05209,6.49,4.72,25.16,35.75,0.1618,0.0661,0.0859,0.08869999999999999,0.08259999999999999,0.08310000000000001,0.0054,0.1069
73,BF/B,Brown-Forman Corp,Beverages,34.56,-0.030600000000000002,-0.01,-0.26,$10.490B,0,0,1,0,-1,-0.5,3.0,0,-1,-0.030600000000000002,-0.01,-0.054900000000000004,0.045899999999999996,-0.3234,0.52,16.53,2.39433,4.03,4.27,15.15,42.82,0.2799,0.1213,-0.1495,0.022000000000000002,-0.0308,0.0199,0.0262,0.054900000000000004
74,BLDR,"Builders FirstSource, Inc.",Homebuilding & Construction Supplies,111.50,-0.0519,-0.09,-0.34,$12.322B,0,0,0,0,0,0.0,2.1,1,0,-0.0519,-0.09,-0.1292,-0.20350000000000001,-0.41619999999999996,1.01,14.31,0,0.76,2.9,8.31,50.6,0.1962,0.081,-0.2993,0.1247,-0.0019,0.026099999999999998,0.0,0.0
75,BG,Bunge Global SA,Food & Tobacco,79.24,-0.0132,-0.04,-0.24,$10.650B,1,0,0,1,0,0.0,2.3,1,-1,-0.0132,-0.04,-0.0727,0.073,-0.3159,0.45,10.05,0,0.21,1.01,6.59,36.69,0.1036,0.0434,-0.1567,0.11869999999999999,-0.0296,0.0336,0.0353,0.0621
76,BXP,BXP Inc,Residential & Commercial REITs,67.09,-0.011899999999999999,-0.02,0.08,$10.622B,0,0,0,0,0,0.0,2.6,1,-1,-0.011899999999999999,-0.02,-0.0325,-0.0347,0.013300000000000001,0.95,0.0,0,3.09,2.0,11.15,67.14,-0.0008,0.0025,-0.1867,-0.016399999999999998,0.0034999999999999996,0.027200000000000002,0.0584,0.005
77,CDNS,Cadence Design Systems Inc,Software & IT Services,323.08,0.0087,0.12,0.07,$88.214B,0,0,0,1,1,0.0,2.0,1,-1,0.0087,0.12,0.0039000000000000003,0.3054,-0.0165,1.35,81.83,7.43869,18.1,18.47,68.29,34.15,0.25920000000000004,0.14679999999999999,0.13570000000000002,0.146,0.121,0.1188,0.0,0.0
78,CZR,Caesars Entertainment Inc,Hotels & Entertainment Services,28.25,-0.0446,0.03,-0.14,$5.875B,0,0,0,1,0,-0.5,2.1,1,-1,-0.0446,0.03,-0.052199999999999996,-0.1852,-0.2475,1.54,0.0,0,0.52,1.48,4.95,85.43,-0.0556,-0.0051,0.0,2.4444,0.023399999999999997,0.0254,0.0,0.0
79,CPT,Camden Property Trust,Residential & Commercial REITs,115.08,-0.0334,0.0,0.1,$12.295B,1,0,-1,0,0,-1.0,2.4,1,-1,-0.0334,0.0,-0.0436,-0.051699999999999996,-0.0049,0.6,105.83,18.56674,7.93,2.71,16.96,44.35,0.024700000000000003,0.0139,-0.14,0.18600000000000003,0.0208,0.0341,0.0365,0.005600000000000001
80,CPB,Campbell's Co,Food & Tobacco,34.34,-0.0321,-0.07,0.12,$10.240B,0,1,0,-1,0,0.0,2.9,0,-1,-0.0321,-0.07,-0.1052,-0.171,-0.3215,0.22,19.78,2.68748,1.01,2.62,10.68,66.24,0.1343,0.037200000000000004,-0.0325,0.0302,0.0684,-0.0127,0.0454,0.011200000000000002
81,COF,Capital One Financial Corp,Banking Services,192.05,-0.027200000000000002,0.02,0.37,$73.582B,0,1,1,1,0,1.0,2.0,1,-1,-0.027200000000000002,0.02,-0.0149,-0.004,0.2501,1.49,16.14,0,3.1,1.25,15.59,0.0,0.0818,0.01,-0.0458,0.4715,0.3411,0.1935,0.0125,0.08449999999999999
82,CAH,Cardinal Health Inc,Pharmaceuticals,154.68,0.0053,0.12,0.59,$36.919B,0,1,0,1,1,1.0,2.0,1,-1,0.0053,0.12,0.0387,0.21710000000000002,0.4376,0.45,24.17,7.51503,0.17,0.0,15.87,132.83,0.0,0.0326,0.0797,0.11810000000000001,-0.015600000000000001,0.09230000000000001,0.0132,0.0105
83,KMX,Carmax Inc,Other Specialty Retailers,62.96,-0.0737,-0.04,-0.08,$9.613B,-1,0,0,-1,1,0.0,2.2,1,-1,-0.0737,-0.04,-0.08839999999999999,-0.2368,-0.1929,1.11,19.65,1.31011,0.36,1.55,12.06,75.16,0.08130000000000001,0.0183,0.1376,0.16670000000000001,0.0432,0.0519,0.0,0.0
84,CCL,Carnival Corp,Hotels & Entertainment Services,23.60,0.009000000000000001,0.2,0.52,$27.475B,1,1,0,1,0,1.0,1.9,1,-1,0.009000000000000001,0.2,0.1845,-0.0002,0.3973,1.75,15.71,1.56616,1.2,3.37,6.58,74.64,0.2587,0.0417,0.3239,0.1436,0.0431,0.0368,0.0,0.0
85,CARR,Carrier Global Corp,"Machinery, Equipment & Components",72.33,-0.0462,0.19,0.12,$62.009B,0,1,0,1,0,1.0,2.0,1,-1,-0.0462,0.19,0.1168,0.0825,-0.013000000000000001,1.09,48.71,0,2.78,4.49,23.15,44.06,0.1057,0.037599999999999995,0.0,0.0,0.0,0.0,0.0124,0.0
86,CAT,Caterpillar Inc,"Machinery, Equipment & Components",351.51,-0.003,0.12,-0.02,$165.576B,1,1,1,1,0,0.0,2.3,1,-1,-0.003,0.12,0.0738,0.0326,-0.0975,1.1,17.13,5.97422,2.61,9.16,13.7,68.11,0.5567,0.1173,-0.1475,0.1157,-0.0286,0.0509,0.016,0.0747
87,CBOE,Cboe Global Markets Inc,Investment Banking & Investment Services,231.26,0.0305,0.07,0.27,$24.213B,1,0,1,1,-1,0.0,2.9,0,0,0.0305,0.07,0.0006,0.11779999999999999,0.13470000000000001,-0.1,30.32,13.59405,5.59,5.44,25.98,24.46,0.1893,0.0958,0.1115,0.052199999999999996,0.09380000000000001,0.042800000000000005,0.0109,0.1199
88,CBRE,CBRE Group Inc,Real Estate Operations,123.91,-0.0504,-0.02,0.37,$36.938B,0,0,1,0,1,0.0,2.0,1,-1,-0.0504,-0.02,-0.0443,-0.1015,0.2686,1.05,37.84,3.94145,1.01,4.48,20.85,43.13,0.1215,0.0437,0.1686,0.18460000000000001,0.12029999999999999,0.0901,0.0,0.0
89,CD/WD,CDW Corp,Integrated Hardware & Software,185.72,-0.0123,0.15,-0.21,$24.457B,0,0,0,1,1,0.0,2.2,1,-1,-0.0123,0.15,0.09029999999999999,0.023,-0.28,1.05,23.01,1.72725,1.15,10.53,17.86,71.59,0.48710000000000003,0.077,0.0242,0.0626,0.0292,0.0378,0.013500000000000002,0.1446
90,COR,Cencora Inc,Healthcare Equipment & Supplies,293.39,0.0026,0.03,0.32,$56.866B,1,1,1,1,0,1.0,2.2,1,-1,0.0026,0.03,-0.050499999999999996,0.1777,0.2007,-0.01,34.05,4.68074,0.18,56.13,20.22,86.94,1.6158000000000001,0.0253,0.1483,0.1013,0.0941,0.0678,0.0075,0.049800000000000004
91,CNC,Centene Corp,Healthcare Providers & Services,57.65,-0.0634,-0.06,-0.25,$28.687B,1,0,1,1,0,0.0,2.5,1,-1,-0.0634,-0.06,-0.0864,-0.0547,-0.308,0.06,8.58,0.5731,0.17,1.03,6.11,39.54,0.1259,0.0407,0.0042,0.10279999999999999,0.10460000000000001,0.0059,0.0,0.0
92,CNP,CenterPoint Energy Inc,Multiline Utilities,37.73,0.0019,-0.02,0.27,$24.590B,0,0,0,1,0,0.0,2.5,0,-1,0.0019,-0.02,-0.07339999999999999,0.10880000000000001,0.1454,0.22,25.36,6.9871,2.75,2.25,10.24,66.95,0.0922,0.022799999999999997,0.0802,0.07429999999999999,0.0759,0.038900000000000004,0.0233,-0.0677
93,CF,"CF Industries Holdings, Inc.",Chemicals,91.54,0.0451,0.15,0.14,$14.830B,0,0,0,1,0,1.0,2.8,0,-1,0.0451,0.15,0.0774,0.1741,0.057999999999999996,0.5,12.07,0.36022,2.42,3.15,5.97,28.94,0.2614,0.11699999999999999,0.1011,-0.1549,0.0816,-0.0331,0.0218,0.1076
94,CHRW,CH Robinson Worldwide Inc,Freight & Logistics Services,97.30,-0.0278,0.05,0.14,$11.553B,0,0,0,1,-1,0.0,2.5,1,-1,-0.0278,0.05,0.0345,-0.009300000000000001,0.0051,0.71,23.24,4.21231,0.67,6.67,19.03,44.86,0.3211,0.095,0.048799999999999996,0.1522,-0.059800000000000006,0.0475,0.0255,0.0412
95,CRL,Charles River Lbrtrs ntrntl Inc,Biotechnology & Medical Research,138.65,-0.019299999999999998,0.17,-0.38,$6.810B,0,0,1,0,0,0.0,2.8,0,-1,-0.019299999999999998,0.17,0.1101,-0.1655,-0.4282,1.31,0.0,0,1.69,2.13,18.24,43.68,-0.0092,-0.003,-0.0707,0.0709,-0.0381,0.0246,0.0,0.0
96,SCHW,Charles Schwab Corp,Investment Banking & Investment Services,88.63,-0.0067,0.1,0.21,$161.038B,0,1,0,1,1,1.0,2.0,1,-1,-0.0067,0.1,0.024300000000000002,0.1283,0.0986,0.91,26.34,13.87398,6.15,3.99,21.62,85.25,0.1638,0.0139,0.3292,0.1898,0.1543,0.10619999999999999,0.012199999999999999,0.0802
97,CHTR,Charter Communications Inc,Telecommunications Services,411.13,-0.0179,0.22,0.53,$57.708B,0,0,1,1,0,1.0,2.7,1,-1,-0.0179,0.22,-0.0006,0.15259999999999999,0.3568,0.83,11.47,0.25478,1.03,3.55,3.88,82.32,0.36939999999999995,0.04,0.0706,0.1894,0.0028000000000000004,0.016,0.0,0.0
98,CVX,Chevron Corp,Oil & Gas,137.83,-0.0048,-0.03,-0.14,$240.705B,0,1,0,-1,0,0.0,2.4,1,-1,-0.0048,-0.03,-0.0708,-0.11380000000000001,-0.2173,0.75,15.8,1.64631,1.25,1.61,7.29,16.51,0.1011,0.060700000000000004,-0.2299,0.2364,-0.11019999999999999,0.0397,0.0496,0.0649
99,CMG,Chipotle Mexican Grill Inc,Hotels & Entertainment Services,50.99,-0.0245,0.03,-0.19,$68.702B,1,0,0,1,1,0.0,1.9,1,-1,-0.0245,0.03,-0.0546,-0.0227,-0.2753,0.9,44.8,1.2755,5.98,19.72,36.15,0.0,0.4557,0.1789,0.08929999999999999,0.18030000000000002,0.0823,0.1273,0.0,0.0
100,CB,Chubb Ltd,Insurance,289.73,-0.0165,0.02,0.09,$116.102B,1,1,0,1,0,0.0,2.5,1,-1,-0.0165,0.02,-0.0452,0.050199999999999995,-0.0197,0.31,13.95,2.02069,2.07,1.77,12.89,17.42,0.134,0.035699999999999996,-0.0489,0.192,0.0556,0.0603,0.0134,0.0364
101,CHD,Church & Dwight Co Inc,Personal &Household Products & Services,97.89,0.02,-0.05,-0.11,$24.108B,0,1,1,-1,0,0.0,2.7,1,1,0.02,-0.05,-0.07150000000000001,-0.1096,-0.1764,0.05,42.0,5.22877,3.97,5.3,29.4,32.64,0.1335,0.066,0.0116,0.0776,-0.0022,0.0371,0.0121,0.0452
102,CI,Cigna Group,Healthcare Providers & Services,315.28,-0.0207,-0.07,-0.07,$84.225B,1,0,1,-1,1,0.0,2.0,1,-1,-0.0207,-0.07,-0.122,0.0101,-0.1508,0.02,17.47,1.3169,0.33,2.12,10.39,42.97,0.12369999999999999,0.0355,0.0864,0.11320000000000001,0.0406,0.0416,0.0192,1.6866999999999999
103,CINF,Cincinnati Financial Corp,Insurance,149.47,-0.0098,0.07,0.24,$23.363B,1,0,0,1,0,1.0,2.4,1,-1,-0.0098,0.07,0.0037,0.0742,0.1378,0.69,16.31,4.029,2.13,1.7,14.69,5.61,0.1097,0.0408,-0.27699999999999997,0.4964,-0.0182,0.0704,0.0233,0.0755
104,CTAS,Cintas Corp,Professional & Commercial Services  ,225.88,0.0128,0.06,0.27,$91.207B,1,1,1,1,0,1.0,2.7,0,-1,0.0128,0.06,0.0137,0.10369999999999999,0.18539999999999998,0.68,52.42,4.48059,8.99,19.86,40.26,35.04,0.40149999999999997,0.1913,0.1583,0.1025,0.0733,0.0719,0.0069,0.2046
105,CSCO,Cisco Systems Inc,Communications & Networking,63.75,-0.0027,0.13,0.36,$252.450B,1,1,1,1,1,1.0,2.1,1,-1,-0.0027,0.13,0.0441,-0.0024,0.2303,0.89,26.13,3.73558,4.54,5.5,19.74,38.93,0.21359999999999998,0.08070000000000001,0.0161,0.0633,0.052300000000000006,0.052300000000000006,0.025699999999999997,0.0322
106,C,Citigroup Inc,Investment Banking & Investment Services,75.47,-0.0087,0.08,0.17,$140.958B,0,1,1,1,1,0.0,2.0,1,-1,-0.0087,0.08,0.028900000000000002,-0.0287,0.0634,1.26,11.92,0.89122,1.73,0.73,8.42,0.0,0.0635,0.0054,0.2273,0.2826,0.032,0.0304,0.0297,0.025699999999999997
107,CFG,Citizens Financial Group Inc,Banking Services,40.42,-0.0279,0.06,0.13,$17.528B,0,1,1,1,0,1.0,2.1,1,0,-0.0279,0.06,0.0109,-0.08470000000000001,0.024300000000000002,1.23,12.87,2.24024,2.27,0.78,9.18,0.0,0.0633,0.006999999999999999,0.2376,0.312,0.042699999999999995,0.08470000000000001,0.0416,0.0432
108,CLX,Clorox Co,Personal &Household Products & Services,130.36,-0.0332,-0.05,0.0,$16.067B,0,0,0,-1,0,0.0,3.0,0,-1,-0.0332,-0.05,-0.133,-0.16510000000000002,-0.1121,0.22,23.41,6.80347,2.29,595.08,17.28,93.03,11.7627,0.1253,0.141,-0.0369,-0.0062,-0.013300000000000001,0.0374,0.045599999999999995
109,CME,CME Group Inc,Investment Banking & Investment Services,284.36,0.0231,0.07,0.33,$102.471B,1,1,1,1,1,1.0,2.6,1,-1,0.0231,0.07,-0.0195,0.1402,0.18530000000000002,-0.03,28.59,3.72414,10.06,3.78,26.19,11.4,0.1322,0.025,0.0916,0.041100000000000005,0.08070000000000001,0.0404,0.0176,0.2823
110,CMS,CMS Energy Corp,Multiline Utilities,69.81,-0.03,-0.06,0.14,$20.882B,0,1,0,-1,0,0.0,2.3,1,-1,-0.03,-0.06,-0.1096,-0.0393,0.018000000000000002,0.11,21.56,2.8732,2.68,2.57,9.55,65.53,0.1222,0.026699999999999998,0.07490000000000001,0.07519999999999999,0.0616,0.041299999999999996,0.0311,0.0613
111,KO,Coca-Cola Co,Beverages,71.78,-0.0021,-0.02,0.15,$667.482M,0,1,0,-1,1,0.0,2.0,1,-1,-0.0021,-0.02,-0.0683,0.0098,0.0371,0.08,28.74,6.14682,6.59,11.79,26.01,63.89,0.40979999999999994,0.1074,0.0313,0.0774,0.0262,0.053200000000000004,0.028399999999999998,0.0433
112,CTSH,Cognizant Technology Solutions Corp,Software & IT Services,80.64,-0.011399999999999999,0.11,0.17,$39.751B,1,0,1,0,0,1.0,2.7,0,-1,-0.011399999999999999,0.11,0.0333,-0.0441,0.0574,0.88,16.98,3.0309,1.98,2.67,13.77,3.87,0.1661,0.122,0.0674,0.075,0.0545,0.045599999999999995,0.0154,0.08449999999999999
113,COIN,Coinbase Global Inc,Financial Technology (Fintech) & Infrastructure,266.40,0.0091,0.33,0.24,$56.319B,0,0,-1,1,0,0.0,2.4,1,-1,0.0091,0.33,0.2137,0.2608,0.0042,2.05,49.62,0,9.75,6.48,42.41,28.81,0.1583,0.0079,-0.4852,0.4918,0.128,0.0904,0.0,0.0
114,CL,Colgate-Palmolive Co,Personal &Household Products & Services,92.43,0.0075,-0.02,-0.03,$74.907B,0,1,1,-1,1,0.0,2.4,1,-1,0.0075,-0.02,-0.0599,0.0072,-0.1125,0.08,26.18,29.34493,3.76,206.36,20.52,91.86,9.7707,0.18350000000000002,0.0167,0.071,0.0083,0.039599999999999996,0.0225,0.0298
115,CMCSA,Comcast Corp,Telecommunications Services,34.95,-0.0138,0.04,-0.11,$130.163B,1,0,0,-1,0,0.0,2.5,1,-1,-0.0138,0.04,-0.033,-0.0196,-0.18760000000000002,0.66,8.58,0.95907,1.06,1.51,4.28,53.17,0.1857,0.0579,0.0023,0.07139999999999999,-0.010700000000000001,0.0302,0.0378,0.081
116,CAG,Conagra Brands Inc,Food & Tobacco,22.90,-0.0048,-0.1,-0.27,$10.932B,0,0,0,-1,0,-1.0,2.9,0,-1,-0.0048,-0.1,-0.1165,-0.1176,-0.3225,0.07,33.5,3.76183,0.93,1.25,19.46,48.13,0.036699999999999997,0.0074,-0.12359999999999999,0.0128,-0.028999999999999998,0.0115,0.0611,0.1018
117,COP,ConocoPhillips,Oil & Gas,85.55,-0.0538,-0.06,-0.27,$107.999B,0,1,0,1,1,0.0,1.9,1,-1,-0.0538,-0.06,-0.12560000000000002,-0.11380000000000001,-0.3464,1.09,10.86,-2.64192,1.88,1.66,5.49,26.72,0.1661,0.08689999999999999,0.0,0.0,0.0,0.0,0.0365,0.1656
118,ED,Consolidated Edison Inc,Electrical Utilities & IPPs,103.97,-0.0134,-0.07,0.1,$37.460B,1,1,1,-1,-1,0.0,2.9,0,-1,-0.0134,-0.07,-0.1293,0.0356,-0.0137,-0.1,19.19,8.10278,2.37,1.57,9.2,51.94,0.0833,0.0275,0.0426,0.06570000000000001,0.0555,0.0417,0.0327,0.0232
119,STZ,Constellation Brands Inc,Beverages,185.91,-0.0363,-0.01,-0.25,$33.091B,1,0,0,1,0,0.0,2.3,1,-1,-0.0363,-0.01,-0.06280000000000001,0.050300000000000004,-0.3298,0.45,0.0,0,3.24,4.81,79.58,61.71,-0.0098,-0.0013,-0.0755,0.08789999999999999,-0.0676,0.0139,0.0219,0.055
120,CEG^C12,Constellation Energy Corp,Electrical Utilities & IPPs,309.06,0.0512,0.34,0.32,$96.865B,1,1,0,1,0,1.0,1.9,1,-1,0.0512,0.34,0.2817,0.17600000000000002,0.2005,1.73,32.61,0,4.0,7.47,23.9,38.53,0.24710000000000001,0.057300000000000004,0.0,0.0,0.0,0.0,0.005,0.0
121,COO,Cooper Companies Inc,Healthcare Equipment & Supplies,80.59,-0.0161,-0.04,-0.16,$16.116B,1,0,0,0,0,-0.5,2.1,1,-1,-0.0161,-0.04,-0.0796,-0.10210000000000001,-0.23920000000000002,0.8,38.95,2.43426,4.1,1.98,20.54,23.81,0.0525,0.034300000000000004,0.0,0.0,0.0,0.0,0.0,0.0
122,CPRT,Copart Inc,Software & IT Services,52.82,-0.1673,-0.02,0.13,$51.029B,0,0,0,1,0,0.0,2.2,1,-1,-0.1673,-0.02,-0.18030000000000002,-0.0643,-0.1241,0.67,34.91,0,11.12,5.81,30.2,0.0,0.18539999999999998,0.16690000000000002,0.1143,0.11539999999999999,0.107,0.0894,0.0,0.0
123,GLW,Corning Inc,Electronic Equipment & Parts,49.92,0.037200000000000004,0.11,0.34,$42.755B,0,1,0,1,0,1.0,2.0,1,-1,0.037200000000000004,0.11,0.054400000000000004,0.0108,0.23260000000000003,1.19,95.97,14.24951,3.14,3.77,22.69,39.41,0.0414,0.020099999999999996,0.20920000000000002,0.1392,0.07519999999999999,0.0723,0.022400000000000003,0.0696
124,CPAY,Corpay Inc,Professional & Commercial Services  ,333.23,-0.044500000000000005,0.01,0.21,$23.490B,0,0,0,1,0,0.0,1.9,1,-1,-0.044500000000000005,0.01,-0.0349,-0.0955,0.1142,1.43,23.37,1.57458,5.81,6.8,17.07,70.05,0.30329999999999996,0.0592,0.1057,0.16269999999999998,0.11130000000000001,0.10439999999999999,0.0,0.0
125,CTVA,Corteva Inc,Chemicals,70.41,0.0233,0.11,0.23,$48.270B,-1,1,0,1,1,0.0,2.0,1,-1,0.0233,0.11,0.0699,0.1243,0.1363,0.7,42.85,13.23251,2.85,1.98,20.27,14.27,0.0466,0.0269,0.0,0.0,0.0,0.0,0.0097,0.2048
126,CSGP,CoStar Group Inc,Software & IT Services,74.61,-0.029900000000000003,-0.11,-0.13,$31.477B,0,0,0,-1,0,-1.0,2.0,1,-1,-0.029900000000000003,-0.11,-0.1528,-0.0331,-0.22219999999999998,0.91,259.59,0,11.19,3.69,111.3,10.53,0.0147,0.012,0.23079999999999998,0.675,0.14550000000000002,0.1243,0.0,0.0
127,COST,Costco Wholesale Corp,Diversified Retail,"1,017.79",-0.016,0.04,0.28,$451.576B,1,1,1,1,1,0.0,2.2,1,-1,-0.016,0.04,-0.0362,-0.0304,0.126,0.57,59.42,8.48858,1.71,17.66,45.42,18.37,0.3289,0.1092,0.0966,0.1002,0.07980000000000001,0.0726,0.0051,0.1233
128,CTRA,Coterra Energy Inc,Oil & Gas,24.86,0.0147,-0.04,-0.1,$18.975B,0,0,1,-1,0,-1.0,1.9,1,-1,0.0147,-0.04,-0.0848,-0.08689999999999999,-0.1791,0.77,14.53,0.44528,3.2,1.34,5.95,23.16,0.094,0.0572,0.619,0.13970000000000002,0.3889,0.081,0.0354,0.19140000000000001
129,CRWD,Crowdstrike Holdings Inc,Software & IT Services,472.22,0.06269999999999999,0.07,0.3,$117.051B,0,1,0,1,1,1.0,2.1,1,-1,0.06269999999999999,0.07,0.028900000000000002,0.2506,0.2036,1.62,0.0,0,29.75,35.69,595.7,18.31,-0.0069,-0.0022,-0.1272,0.3382,0.2075,0.2148,0.0,0.0
130,CCI,Crown Castle Inc,Residential & Commercial REITs,100.55,-0.0236,-0.01,0.01,$43.785B,-1,0,-1,1,0,0.0,2.5,1,-1,-0.0236,-0.01,-0.0894,0.08349999999999999,-0.08199999999999999,0.11,0.0,0,7.31,0.0,0.0,105.42,-1.6391999999999998,-0.11230000000000001,-0.679,2.6667,-0.3588,0.030699999999999998,0.042300000000000004,0.0647
131,CSX,CSX Corp,Freight & Logistics Services,31.43,0.006999999999999999,0.09,-0.09,$59.043B,0,1,0,1,0,1.0,2.2,1,-1,0.006999999999999999,0.09,0.052199999999999996,-0.015,-0.16649999999999998,0.7,18.73,2.21457,4.13,4.85,12.03,61.1,0.2613,0.0753,-0.0929,0.16269999999999998,-0.0195,0.0464,0.0165,0.08449999999999999
132,CMI,Cummins Inc,Automobiles & Auto Parts,326.26,-0.030899999999999997,0.09,0.13,$44.944B,0,1,1,0,1,1.0,2.5,0,-1,-0.030899999999999997,0.09,0.0451,-0.09119999999999999,0.0259,1.21,16.23,0,1.33,4.11,11.35,38.48,0.2778,0.0898,-0.0262,0.1399,-0.0316,0.057999999999999996,0.0223,0.0739
133,CVS,CVS Health Corp,Healthcare Providers & Services,61.34,-0.0229,-0.09,0.08,$77.596B,0,1,1,-1,1,0.0,2.2,1,-1,-0.0229,-0.09,-0.1142,-0.031,-0.0106,0.28,14.66,5.02803,0.2,1.01,7.87,45.63,0.07,0.0208,0.131,0.1436,0.038599999999999995,0.04019999999999999,0.0434,0.0587
134,DHR,Danaher Corp,Healthcare Equipment & Supplies,189.18,-0.0368,-0.05,-0.28,$135.390B,0,1,0,0,0,0.0,1.7,1,-1,-0.0368,-0.05,-0.1069,-0.0958,-0.35509999999999997,0.97,36.68,3.33464,5.68,2.66,22.12,24.47,0.0722,0.0463,0.0294,0.1117,0.0248,0.0644,0.0068000000000000005,0.094
135,DRI,Darden Restaurants Inc,Hotels & Entertainment Services,214.05,0.0255,0.02,0.38,$25.049B,1,1,1,1,1,1.0,2.2,1,-1,0.0255,0.02,0.011000000000000001,0.0889,0.2991,0.64,24.09,2.76286,2.13,11.38,16.08,62.87,0.48219999999999996,0.08839999999999999,0.0,0.0,0.0,0.0,0.0262,0.11230000000000001
136,DVA,Davita Inc,Healthcare Providers & Services,139.89,-0.035,-0.01,0.05,$10.562B,1,0,1,1,0,0.0,3.0,0,-1,-0.035,-0.01,-0.0719,-0.016,-0.09539999999999998,0.51,13.85,0.60993,0.81,0.0,5.59,85.44,2.6092,0.0681,0.11779999999999999,0.17559999999999998,0.0547,0.0322,0.0,0.0
137,DAY,Dayforce Inc,Software & IT Services,58.43,-0.018600000000000002,0.02,-0.04,$9.342B,0,0,0,1,0,0.0,2.3,1,-1,-0.018600000000000002,0.02,-0.0432,-0.0667,-0.068,1.29,365.51,3.06814,5.16,3.61,38.8,31.91,0.0103,0.0026,0.0,0.0,0.0,0.0,0.0,0.0
138,DECK,Deckers Outdoor Corp,Textiles & Apparel,108.96,-0.1448,0.14,-0.16,$16.283B,1,0,0,1,0,0.0,2.3,1,-1,-0.1448,0.14,-0.0839,-0.23260000000000003,-0.433,1.32,17.2,1.04903,3.27,6.51,15.73,0.0,0.4182,0.28809999999999997,-0.028399999999999998,0.0943,0.0855,0.0771,0.0,0.0
139,DE,Deere & Co,"Machinery, Equipment & Components",509.63,-0.0381,0.11,0.36,$138.321B,0,1,1,1,1,0.0,2.5,1,-1,-0.0381,0.11,0.039,0.0512,0.21760000000000002,0.83,24.66,1.79114,3.04,5.7,17.64,73.12,0.2407,0.0535,-0.2685,0.1974,-0.1484,0.0803,0.0127,0.1417
140,DELL,Dell Technologies Inc,"Computers, Phones & Household Electronics",113.99,-0.0025,0.19,-0.27,$40.889B,0,1,1,1,1,1.0,2.0,1,-1,-0.0025,0.19,0.14150000000000001,0.036000000000000004,-0.3625,1.83,17.85,1.78657,0.82,0.0,10.12,105.98,0.0,0.0565,0.0,0.0,0.0,0.0,0.0184,0.0
141,DAL,Delta Air Lines Inc,Passenger Transportation Services,49.40,-0.035,0.15,-0.05,$32.256B,0,1,0,1,1,0.0,1.9,1,-1,-0.035,0.15,0.1024,-0.196,-0.1463,1.73,8.75,0.74854,0.52,2.09,5.23,50.6,0.2752,0.0481,-0.1201,0.2177,0.0039000000000000003,0.062400000000000004,0.0121,-0.1978
142,DVN,Devon Energy Corp,Oil & Gas,31.35,-0.040999999999999995,-0.01,-0.35,$20.130B,0,1,0,-1,1,0.0,2.1,1,-1,-0.040999999999999995,-0.01,-0.0594,-0.1213,-0.4167,1.41,7.14,0.33341,1.2,1.39,3.2,37.59,0.20879999999999999,0.1017,-0.1826,0.0711,0.0441,-0.0009,0.0364,0.32880000000000004
143,DXCM,DexCom Inc,Healthcare Equipment & Supplies,85.33,-0.0187,0.2,-0.32,$33.459B,0,0,0,1,0,0.0,1.7,1,-1,-0.0187,0.2,0.12390000000000001,-0.028399999999999998,-0.3998,1.1,65.43,0.83889,8.07,14.76,44.0,52.46,0.2372,0.0809,0.2378,0.2463,0.1438,0.15289999999999998,0.0,0.0
144,FANG,Diamondback Energy Inc,Oil & Gas,137.49,-0.013300000000000001,0.0,-0.29,$40.170B,0,0,0,0,1,0.0,1.8,1,-1,-0.013300000000000001,0.0,-0.055099999999999996,-0.0898,-0.36329999999999996,1.3,8.42,0.45908,3.12,1.03,5.11,24.99,0.1426,0.08789999999999999,-0.1804,-0.0368,0.28300000000000003,-0.0128,0.0381,0.6453
145,DLR,Digital Realty Trust Inc,Residential & Commercial REITs,170.68,-0.0006,0.09,0.18,$57.483B,0,0,0,1,0,0.0,2.0,1,-1,-0.0006,0.09,0.0026,0.08529999999999999,0.071,0.84,148.13,27.94909,10.21,2.79,26.73,42.34,0.020099999999999996,0.009300000000000001,-0.1366,0.2086,0.0579,0.11,0.0286,0.027999999999999997
