,Symbol,Company Name,Industry,Prior Close,% 5 Day Chg_x,% 4 Week Chg_x,% 52 Week Chg,Mkt Cap,Refinitiv,Argus Analyst,Argus A6 Quantitative,MarketEdge,Morgan Stanley,SmartConsensus,Thomson Reuters Consensus,TipRanks Analyst Consensus,TipRanks Blogger Sentiment,% 5 Day Chg_y,% 4 Week Chg_y,% Vs. S&P 500 4 Weeks,% Vs. S&P 500 13 Weeks,% Vs. S&P 500 52 Weeks,Beta,P/E Ratio (TTM)*,PEG Ratio,Price/Sales Ratio,Price/Book Ratio,Price/Cash Flow Ratio,Debt to Capital Ratio,% Return on Equity,% Return on Assets,% EPS Growth CFY*,% EPS Growth NFY*,% Revenue Growth CFY*,% Revenue Growth NFY*,% Dividend Yield,% Dividend Growth 5 Year
792,CSX,CSX Corp,Freight & Logistics Services,31.43,0.006999999999999999,0.09,-0.09,$59.043B,0,1,0,1,0,1.0,2.2,1,-1,0.006999999999999999,0.09,0.052199999999999996,-0.015,-0.16649999999999998,0.7,18.73,2.21457,4.13,4.85,12.03,61.1,0.2613,0.0753,-0.0929,0.16269999999999998,-0.0195,0.0464,0.0165,0.08449999999999999
793,MCTR,CTRL Group Ltd,Media & Publishing,5.72,-0.1978,-0.22,0.0,$87.516M,0,0,0,0,0,0.0,0.0,0,0,-0.1978,-0.22,-0.2809,0.0146,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
794,CUE,Cue Biopharma Inc,Biotechnology & Medical Research,0.66,-0.0626,-0.17,-0.59,$49.965M,-1,0,0,0,0,0.0,1.5,1,-1,-0.0626,-0.17,-0.1856,-0.46649999999999997,-0.6344,1.25,0.0,0,6.25,6.23,0.0,33.9,-2.2166,-1.0651000000000002,0.19440000000000002,0.1207,-0.4203,-0.0713,0.0,0.0
795,CGEM,Cullinan Therapeutics Inc,Biotechnology & Medical Research,7.82,0.0143,-0.03,-0.65,$461.497M,0,0,0,0,1,0.0,1.6,1,-1,0.0143,-0.03,-0.0704,-0.0812,-0.7097,0.74,0.0,0,0.0,0.83,0.0,0.0,-0.3657,-0.34740000000000004,0.0,0.0,0.0,0.0,0.0,0.0
796,CPIX,"Cumberland Pharmaceuticals, Inc.",Pharmaceuticals,5.34,-0.0202,0.05,2.28,$79.892M,-1,0,0,0,0,0.0,3.0,0,0,-0.0202,0.05,0.0297,0.10279999999999999,2.0863,0.72,0.0,0,1.94,2.79,30.36,15.61,-0.1167,-0.0435,0.0,0.0,0.0,0.0,0.0,0.0
797,CUPR,Cuprina Holdings (Cayman) Ltd,Pharmaceuticals,4.50,0.0045000000000000005,0.0,0.0,$33.143M,0,0,0,0,0,0.0,0.0,0,0,0.0045000000000000005,0.0,-0.0712,0.0,0.0,0,0.0,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
798,CVAC,CureVac BV,Biotechnology & Medical Research,4.35,0.124,0.28,0.05,$785.005M,-1,0,0,1,0,0.0,2.3,0,0,0.124,0.28,0.1572,0.3801,0.056100000000000004,0.96,4.79,0,1.65,1.34,4.25,5.46,0.33039999999999997,0.2522,0.0,0.0,0.0,0.0,0.0,0.0
799,CURI,Curiositystream Inc,Software & IT Services,6.54,0.0381,0.74,4.79,$376.874M,-1,0,0,0,0,0.0,1.3,1,-1,0.0381,0.74,0.9014,1.5104,4.4248,1.34,0.0,0,6.95,6.41,37.3,0.0,-0.1213,-0.08439999999999999,0.0,0.0,0.0,0.0,0.0489,0.0
800,CRIS,Curis Inc,Biotechnology & Medical Research,2.04,-0.0192,0.26,-0.82,$21.342M,-1,0,0,0,0,-0.5,2.0,1,0,-0.0192,0.26,0.0584,-0.3184,-0.8368000000000001,0.89,0.0,0,1.91,0.0,0.0,0.0,0.0,-0.8314,0.5523,0.33770000000000006,0.0147,0.046900000000000004,0.0,0.0
801,CURR,CURRENC Group Inc,Financial Technology (Fintech) & Infrastructure,0.49,-0.3824,-0.67,-0.09,$22.678M,0,0,0,0,0,0.0,2.0,1,0,-0.3824,-0.67,-0.6865000000000001,-0.7393000000000001,-0.9623,0.02,0.0,0,0.7,0.0,0.0,0.0,0.0,-0.4465,0.0,0.0,0.0,0.0,0.0,0.0
802,CVBF,CVB Financial Corp,Banking Services,19.30,-0.018799999999999997,0.0,0.17,$2.660B,0,0,0,1,0,1.0,2.7,1,-1,-0.018799999999999997,0.0,-0.0349,-0.0182,0.060700000000000004,0.75,13.28,0,5.3,1.2,12.07,0.0,0.0935,0.0128,-0.0069,0.0694,0.0495,0.059800000000000006,0.0415,0.033
803,CVV,CVD Equipment Corp,"Machinery, Equipment & Components",3.31,0.3135,-0.08,-0.4,$22.779M,0,0,0,0,0,0.0,2.0,0,0,0.3135,-0.08,0.0391,0.0986,-0.34759999999999996,0.6,0.0,0,0.75,0.88,35.04,0.94,-0.0026,-0.002,0.0,0.0,0.0,0.0,0.0,0.0
804,CVRX,CVRx Inc,Healthcare Equipment & Supplies,6.96,0.0161,0.03,-0.15,$181.468M,-1,0,0,-1,0,-1.0,2.1,1,-1,0.0161,0.03,-0.11560000000000001,-0.4705,-0.1631,1.87,0.0,0,3.43,2.61,0.0,41.56,-0.7601,-0.43729999999999997,0.24530000000000002,0.115,0.11689999999999999,0.1837,0.0,0.0
805,CXAI,CXApp Inc,Software & IT Services,1.05,-0.1923,-0.11,-0.68,$21.816M,-1,0,0,0,0,0.0,2.0,1,0,-0.1923,-0.11,-0.1426,-0.175,-0.674,-0.77,0.0,0,3.33,1.33,0.0,21.53,-0.8692,-0.49689999999999995,0.0,0.0,0.0,0.0,0.0,0.0
806,CYBR,Cyberark Software Ltd,Software & IT Services,382.81,0.096,0.08,0.56,$14.943B,1,0,0,1,0,-0.5,1.7,1,-1,0.096,0.08,0.019299999999999998,0.04,0.41979999999999995,1.16,0.0,0,17.55,7.8,0.0,0.0,-0.0536,-0.0325,0.2673,0.2682,0.3212,0.1955,0.0,0.0
807,CYCC,Cyclacel Pharmaceuticals Inc,Biotechnology & Medical Research,1.62,-0.19,-0.6,-0.96,$36.081M,-1,0,0,0,0,0.0,0.0,0,-1,-0.19,-0.6,-0.687,-0.6808,-0.9558,0.41,0.0,0,2749.31,6.86,0.0,0.0,-19.525199999999998,-1.6864,0.0,0.0,0.0,0.0,0.0,0.0
808,CYCN,Cyclerion Therapeutics Inc,Biotechnology & Medical Research,2.92,-0.0626,0.08,0.1,$9.369M,0,0,0,0,0,0.0,0.0,0,0,-0.0626,0.08,-0.1818,0.09119999999999999,-0.1167,0.55,0.0,0,4.5,1.02,0.0,0.0,-0.3148,-0.2776,0.0,0.0,0.0,0.0,0.0,0.0
809,CYCU,Cycurion Inc,Software & IT Services,0.43,-0.0958,-0.03,-0.96,$13.537M,0,0,0,0,0,0.0,0.0,0,0,-0.0958,-0.03,-0.0676,-0.508,-0.9645999999999999,0.64,0.0,0,0.0,0.0,0.0,0.0,0.0,-0.28809999999999997,0.0,0.0,0.0,0.0,0.0,0.0
810,CYN,Cyngn Inc,Software & IT Services,4.66,0.0591,-0.1,-1.0,$8.164M,-1,0,0,0,0,0.0,2.0,0,0,0.0591,-0.1,-0.021,-0.2241,-0.9976,1.96,0.0,0,19.92,0.37,0.0,0.0,-2.0505,-1.8087,0.0,0.0,0.0,0.0,0.0,0.0
811,CTKB,Cytek Biosciences Inc,Healthcare Equipment & Supplies,2.57,-0.0446,-0.36,-0.59,$325.514M,-1,0,-1,-1,0,0.0,2.7,0,-1,-0.0446,-0.36,-0.3564,-0.4962,-0.6137,0.84,0.0,0,1.65,0.86,0.0,1.28,-0.0291,-0.0231,-2.4,0.4118,-0.0038,0.08259999999999999,0.0,0.0
812,CYTK,"Cytokinetics, Inc.",Biotechnology & Medical Research,30.53,-0.0072,-0.24,-0.38,$3.646B,-1,0,0,-1,1,-1.0,2.0,1,-1,-0.0072,-0.24,-0.3056,-0.3418,-0.4338,0.63,0.0,0,189.72,0.0,0.0,168.01,0.0,-0.5938,-0.039900000000000005,0.0969,0.15710000000000002,7.3729,0.0,0.0
813,GDTC,CytoMed Therapeutics Ltd,Biotechnology & Medical Research,2.38,0.0649,-0.04,0.11,$29.869M,0,0,0,0,0,0.0,2.0,0,0,0.0649,-0.04,-0.060899999999999996,-0.11349999999999999,0.031400000000000004,0.85,0.0,0,0.0,3.48,0.0,4.05,-0.2626,-0.2468,0.0,0.0,0.0,0.0,0.0,0.0
814,CTMX,CytomX Therapeutics Inc,Biotechnology & Medical Research,2.13,-0.0023,1.78,0.16,$171.320M,0,0,0,0,0,0.0,1.8,1,-1,-0.0023,1.78,2.0625,2.0883000000000003,0.08779999999999999,2.74,4.42,0,2.27,6.84,7.73,0.0,0.0,0.2938,0.0,-0.8065000000000001,-0.3181,-0.7215,0.0,0.0
815,CTSO,Cytosorbents Corp,Healthcare Equipment & Supplies,0.82,-0.0346,-0.27,-0.09,$51.384M,-1,0,0,0,0,0.0,2.5,0,0,-0.0346,-0.27,-0.3119,-0.24280000000000002,-0.18309999999999998,0.33,0.0,0,1.49,3.53,0.0,49.38,-0.9465,-0.3237,0.4211,0.4545,0.1558,0.2028,0.0,0.0
816,HEPS,D Market Elektronik Hztlr ve Tcrt AS-ADR,Diversified Retail,2.66,-0.011200000000000002,0.0,0.69,$748.476M,0,0,0,0,0,0.0,2.0,0,-1,-0.011200000000000002,0.0,-0.0242,-0.2132,0.41840000000000005,0.81,0.0,0,0.6,10.1,85.11,45.11,-0.5056,-0.0762,0.0,0.0,0.0,0.0,0.0,0.0
817,DADA,Dada Nexus Ltd - ADR,Software & IT Services,2.04,0.0,0.12,0.17,$2.107B,0,0,0,1,0,1.0,2.5,0,-1,0.0,0.12,0.003,0.0913,0.021,0.0,0.0,0,0.39,1.05,0.0,0.0,-0.4449,-0.3189,0.0,0.0,0.0,0.0,0.0,0.0
818,DJCO,Daily Journal Corp,Software & IT Services,428.89,0.0567,0.13,0.12,$590.582M,1,0,0,0,0,0.0,0.0,0,-1,0.0567,0.13,0.0546,0.077,-0.0226,0.97,5.59,0,8.07,1.77,5.58,7.22,0.3753,0.26289999999999997,0.0,0.0,0.0,0.0,0.0,0.0
819,DAKT,Daktronics Inc,Electronic Equipment & Parts,16.04,0.042199999999999994,0.25,0.41,$800.284M,1,0,0,1,0,1.0,1.5,1,-1,0.042199999999999994,0.25,0.1777,0.044800000000000006,0.2716,1.08,7066.08,0,1.05,2.74,39.14,13.51,0.0072,0.0036,-0.39840000000000003,0.2208,-0.049100000000000005,0.048600000000000004,0.0,0.0
820,DALN,Dallasnews Corp,Media & Publishing,4.25,-0.050300000000000004,-0.13,0.08,$20.141M,0,0,0,0,0,-0.5,0.0,0,0,-0.050300000000000004,-0.13,-0.22949999999999998,-0.3139,-0.023799999999999998,0.24,0.76,0,0.18,0.64,0.73,0.0,1.609,0.4079,0.0,0.0,0.0,0.0,0.0,0.0
821,DARE,Dare Bioscience Inc,Pharmaceuticals,2.80,-0.041100000000000005,-0.03,-0.47,$24.780M,-1,0,0,0,0,0.0,2.3,1,0,-0.041100000000000005,-0.03,-0.0949,-0.1003,-0.5206000000000001,0.25,0.0,0,276.7,0.0,0.0,0.0,0.0,-0.106,-2.8958,0.5027,121.5556,18.0843,0.0,0.0
822,DRIO,DarioHealth Corp,Healthcare Equipment & Supplies,0.72,0.08789999999999999,-0.12,-0.55,$29.845M,-1,0,0,0,0,0.0,2.0,1,-1,0.08789999999999999,-0.12,-0.06309999999999999,0.04650000000000001,-0.6345000000000001,0.55,0.0,0,1.13,0.42,0.0,28.37,-0.5084000000000001,-0.35479999999999995,-0.3443,0.1463,0.1143,0.245,0.0,0.0
823,DAIO,Data I/O Corp,"Computers, Phones & Household Electronics",2.64,0.055999999999999994,0.22,-0.13,$24.394M,0,0,0,0,0,0.0,1.0,0,-1,0.055999999999999994,0.22,0.0922,-0.07490000000000001,-0.2061,0.6,0.0,0,1.12,1.39,0.0,0.0,-0.1435,-0.1052,0.6175999999999999,0.6154,0.0496,0.053899999999999997,0.0,0.0
824,DTST,Data Storage Corp,Software & IT Services,3.91,-0.009399999999999999,-0.01,-0.4,$27.937M,0,0,0,0,0,0.0,2.0,1,-1,-0.009399999999999999,-0.01,-0.0042,0.032799999999999996,-0.4971,1.11,171.09,0,1.11,1.28,16.06,0.0,0.009000000000000001,0.0073,0.1429,1.0,0.1036,0.0929,0.0,0.0
825,DDOG,Datadog Inc,Software & IT Services,117.60,0.0098,0.16,-0.05,$37.573B,0,0,0,1,0,0.0,2.0,1,-1,0.0098,0.16,0.0794,0.0286,-0.1477,1.28,232.99,0,14.33,13.91,185.32,35.64,0.06480000000000001,0.0327,-0.054900000000000004,0.23260000000000003,0.2051,0.1891,0.0,0.0
826,DTSS,Datasea Inc,Software & IT Services,2.24,-0.1201,0.03,-0.59,$16.803M,0,0,0,0,0,0.0,0.0,0,-1,-0.1201,0.03,-0.0070999999999999995,-0.0189,-0.6339,0.68,0.0,0,0.31,6.04,0.0,40.86,-5.0124,-2.1538999999999997,0.0,0.0,0.0,0.0,0.0,0.0
827,DVLT,Datavault AI Inc,Software & IT Services,0.86,-0.16190000000000002,0.16,-0.64,$56.992M,-1,0,0,0,0,-0.5,2.5,0,0,-0.16190000000000002,0.16,-0.0362,-0.1096,-0.6695,0.52,0.0,0,18.7,0.7,0.0,10.21,-1.8769,-1.2412999999999998,0.0,0.0,0.0,0.0,0.0,0.0
828,DATS,DatChat Inc,Software & IT Services,2.69,0.026699999999999998,-0.06,0.98,$11.322M,0,0,0,0,0,0.0,0.0,0,0,0.026699999999999998,-0.06,0.1128,0.1042,0.9279999999999999,-0.24,0.0,0,29797.62,1.1,0.0,0.0,-0.5343,-0.6807,0.0,0.0,0.0,0.0,0.0,0.0
829,PLAY,Dave & Buster's Entertainment Inc,Hotels & Entertainment Services,22.67,0.0638,0.08,-0.57,$782.455M,0,0,-1,1,0,0.0,2.6,0,-1,0.0638,0.08,0.07629999999999999,-0.0079,-0.5922999999999999,0.96,16.31,3.5621,0.37,5.53,2.64,91.07,0.2937,0.015,0.4384,0.3048,0.0146,0.0574,0.0,0.0
830,DAVE,Dave Inc,Financial Technology (Fintech) & Infrastructure,209.00,0.1423,1.21,3.56,$2.420B,0,0,0,1,0,0.0,1.9,1,-1,0.1423,1.21,1.0612000000000001,1.1103,3.4399,2.18,57.58,0,7.31,13.93,46.53,27.33,0.321,0.19030000000000002,0.0,0.0,0.0,0.0,0.0,0.0
831,DTCK,Davis Commodities Ltd,Food & Drug Retailing ,0.56,-0.0588,-0.12,-0.5,$13.720M,0,0,0,0,0,0.0,0.0,0,0,-0.0588,-0.12,-0.2323,-0.4311,-0.5129,0.69,0.0,0,0.1,2.04,0.0,18.42,-0.4155,-0.1424,0.0,0.0,0.0,0.0,0.0,0.0
832,DWSN,Dawson Geophysical Co,Oil & Gas Related Equipment and Services,1.36,0.0683,0.01,-0.38,$42.138M,0,0,0,0,0,-0.5,2.0,0,0,0.0683,0.01,0.0258,-0.0089,-0.3908,0.68,0.0,0,0.72,2.3,0.0,16.59,-0.39399999999999996,-0.1971,0.0,0.0,0.0,0.0,0.0,0.0
833,DXR,Daxor Corp,Collective Investments ,8.13,0.058600000000000006,0.07,-0.17,$32.796M,0,0,0,0,0,0.0,2.0,1,0,0.058600000000000006,0.07,0.0242,0.1109,-0.2346,0.12,48.0,0,335.07,1.12,0.0,2.0,0.0154,0.015,0.0,0.0,0.0,0.0,0.0,0.0
834,DAWN,Day One Biopharmaceuticals Inc,Biotechnology & Medical Research,6.30,-0.0278,-0.21,-0.55,$638.581M,-1,0,0,0,0,-1.0,1.9,1,-1,-0.0278,-0.21,-0.2297,-0.46399999999999997,-0.5901,1.02,0.0,0,3.94,1.33,0.0,0.0,-0.17800000000000002,-0.1605,-0.3529,0.39130000000000004,0.1566,0.495,0.0,0.0
835,DBVT,DBV Technologies SA - ADR,Pharmaceuticals,9.29,-0.1398,-0.01,0.43,$254.444M,0,0,0,0,0,0.0,2.0,1,1,-0.1398,-0.01,-0.0392,1.2788,0.3652,-0.28,0.0,0,74.47,6.64,0.0,0.0,-7.511699999999999,-1.9558000000000002,0.8239,-0.44659999999999994,-0.4524,-0.1304,0.0,0.0
836,DXST,Decent Holding Inc,Professional & Commercial Services  ,1.24,-0.0236,0.16,0.0,$18.600M,0,0,0,0,0,0.0,0.0,0,0,-0.0236,0.16,0.204,-0.07629999999999999,0.0,0,9.58,0,1.75,4.02,9.18,0.43,0.5371,0.25370000000000004,0.0,0.0,0.0,0.0,0.0,0.0
837,DFDV,DeFi Development Corp,Financial Technology (Fintech) & Infrastructure,26.72,0.47509999999999997,-0.14,3.87,$17.582M,0,0,0,0,0,0.0,0.0,0,0,0.47509999999999997,-0.14,1.3803999999999998,45.7923,18.2153,-0.33,0.0,0,195.66,13.42,0.0,0.0,-0.6506000000000001,-0.5266,0.0,0.0,0.0,0.0,0.0,0.0
838,DH,Definitive Healthcare Corp,Software & IT Services,3.28,-0.003,0.15,-0.44,$352.082M,-1,0,0,1,0,0.0,2.7,0,0,-0.003,0.15,0.11199999999999999,-0.33630000000000004,-0.4772,0.66,0.0,0,1.94,1.51,0.0,28.19,-0.8636,-0.5604,0.0,0.0,0.0,0.0,0.0,0.0
839,DCTH,Delcath Systems Inc,Healthcare Equipment & Supplies,16.41,-0.0934,0.34,1.06,$571.495M,-1,0,0,0,0,-0.5,1.7,1,-1,-0.0934,0.34,0.2631,0.15810000000000002,0.8895000000000001,1.45,0.0,0,10.61,6.84,0.0,0.0,-0.2995,-0.2302,0.0,4.4444,1.4304,0.4351,0.0,0.0
840,DNLI,Denali Therapeutics Inc,Biotechnology & Medical Research,13.21,-0.050300000000000004,-0.12,-0.29,$1.919B,0,0,0,0,1,-1.0,1.5,1,-1,-0.050300000000000004,-0.12,-0.2482,-0.3081,-0.384,1.41,0.0,0,0.0,1.71,0.0,0.5,-0.3521,-0.31829999999999997,0.0,0.0,0.0,0.0,0.0,0.0
841,DENN,Denny's Corp,Hotels & Entertainment Services,3.92,-0.022400000000000003,0.08,-0.47,$200.904M,0,0,0,1,0,0.0,2.1,1,-1,-0.022400000000000003,0.08,-0.0051,-0.2433,-0.5025999999999999,0.88,11.93,1.33993,0.44,0.0,6.16,115.19,0.0,0.0363,-0.12960000000000002,0.10640000000000001,0.054000000000000006,0.019799999999999998,0.0,0.0
842,XRAY,DENTSPLY SIRONA Inc,Healthcare Equipment & Supplies,16.34,-0.0174,0.16,-0.42,$3.256B,0,0,0,1,0,0.0,2.7,0,-1,-0.0174,0.16,0.1,-0.1268,-0.4669,0.99,0.0,0,0.88,1.62,0.0,53.74,-0.3447,-0.1379,0.1317,0.0794,-0.0377,0.026000000000000002,0.0392,0.1128
843,DRMA,Dermata Therapeutics Inc,Biotechnology & Medical Research,0.75,-0.0964,0.02,-0.78,$4.784M,-1,0,0,0,0,0.0,2.0,1,0,-0.0964,0.02,-0.06509999999999999,-0.3265,-0.8012,0.38,0.0,0,0.0,0.62,0.0,0.0,-2.0625999999999998,-1.5090000000000001,0.0,0.0,0.0,0.0,0.0,0.0
844,DSGN,Design Therapeutics Inc,Biotechnology & Medical Research,3.88,0.0992,-0.09,-0.04,$220.264M,-1,0,0,0,0,0.0,2.7,1,0,0.0992,-0.09,-0.17,-0.1499,-0.2028,1.02,0.0,0,0.0,0.97,0.0,0.0,-0.2259,-0.2177,-0.5114,0.07519999999999999,0.0,0.0,0.0,0.0
845,DXLG,Destination XL Group Inc,Other Specialty Retailers,1.15,0.06480000000000001,0.08,-0.69,$61.554M,1,0,0,0,0,-0.5,2.5,1,0,0.06480000000000001,0.08,0.1346,-0.48829999999999996,-0.7170000000000001,0.9,25.49,0,0.13,0.44,3.64,0.0,0.021099999999999997,0.0083,0.0,0.6667000000000001,-0.038599999999999995,0.0344,0.0,0.0
846,DSWL,Deswell Industries Inc,"Computers, Phones & Household Electronics",2.37,0.0441,0.04,-0.05,$37.766M,1,0,0,0,0,-0.5,0.0,0,0,0.0441,0.04,0.0025,0.005699999999999999,-0.11900000000000001,0.17,3.66,0,0.57,0.38,3.19,0.0,0.10859999999999999,0.0891,0.0,0.0,0.0,0.0,0.08439999999999999,0.1487
847,DEVS,DevvStream Corp,Financial Technology (Fintech) & Infrastructure,0.55,-0.1063,1.04,0.0,$16.458M,0,0,0,0,0,0.0,0.0,0,0,-0.1063,1.04,1.4323,0.4089,-0.9559000000000001,3.74,0.0,0,0.0,0.0,0.0,0.0,0.0,-9.6075,0.0,0.0,0.0,0.0,0.0,0.0
848,DXCM,DexCom Inc,Healthcare Equipment & Supplies,85.33,-0.0187,0.2,-0.32,$33.459B,0,0,0,1,0,0.0,1.7,1,-1,-0.0187,0.2,0.12390000000000001,-0.028399999999999998,-0.3998,1.1,65.43,0.83889,8.07,14.76,44.0,52.46,0.2372,0.0809,0.2378,0.2463,0.1438,0.15289999999999998,0.0,0.0
849,DMAC,DiaMedica Therapeutics Inc,Biotechnology & Medical Research,4.15,-0.0281,-0.03,0.42,$177.964M,0,0,0,0,0,0.0,1.8,1,0,-0.0281,-0.03,-0.0894,-0.30210000000000004,0.2909,1.36,0.0,0,0.0,5.24,0.0,0.07,-0.6725,-0.613,-0.3,-0.0256,0.0,0.0,0.0,0.0
850,DHIL,Diamond Hill Investment Group Inc,Investment Banking & Investment Services,142.65,-0.0015,0.08,-0.09,$389.149M,0,0,0,0,0,0.0,1.0,0,-1,-0.0015,0.08,0.0329,-0.0253,-0.1625,0.63,9.65,0,2.56,2.35,9.34,0.0,0.248,0.187,0.0,0.0,0.0,0.0,0.0421,0.0
851,FANG,Diamondback Energy Inc,Oil & Gas,137.49,-0.013300000000000001,0.0,-0.29,$40.170B,0,0,0,0,1,0.0,1.8,1,-1,-0.013300000000000001,0.0,-0.055099999999999996,-0.0898,-0.36329999999999996,1.3,8.42,0.45908,3.12,1.03,5.11,24.99,0.1426,0.08789999999999999,-0.1804,-0.0368,0.28300000000000003,-0.0128,0.0381,0.6453
852,DNTH,Dianthus Therapeutics Inc,Biotechnology & Medical Research,17.93,-0.0695,-0.14,-0.16,$576.629M,0,0,0,0,0,-1.0,1.5,1,0,-0.0695,-0.14,-0.22579999999999997,-0.1804,-0.2877,1.12,0.0,0,88.39,1.75,0.0,0.0,-0.2873,-0.2756,0.0,0.0,0.0,0.0,0.0,0.0
853,DGII,Digi International Inc,Communications & Networking,32.85,-0.013500000000000002,0.18,0.3,$1.218B,0,0,1,1,0,1.0,2.2,1,0,-0.013500000000000002,0.18,0.1105,0.0282,0.1833,1.31,29.07,0,2.91,2.01,16.02,10.37,0.073,0.0525,0.020099999999999996,0.0591,-0.0019,0.043,0.0,0.0
854,FAAS,DigiAsia Corp,Financial Technology (Fintech) & Infrastructure,0.87,1.4587999999999999,1.15,-0.95,$1.935M,0,0,0,0,0,0.0,0.0,0,-1,1.4587999999999999,1.15,2.6738999999999997,0.6586,-0.9059,0.68,0.0,0,0.92,0.27,0.0,21.19,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
855,DMRC,Digimarc Corp,Software & IT Services,12.88,-0.019,-0.05,-0.53,$277.590M,1,0,0,0,0,-1.0,2.5,1,-1,-0.019,-0.05,-0.11130000000000001,-0.519,-0.573,2.09,0.0,0,7.33,5.55,0.0,0.0,-0.6013000000000001,-0.4861,0.5446,0.8913,-0.07339999999999999,0.1124,0.0,0.0
856,DGNX,Diginex Ltd,Software & IT Services,60.61,-0.349,-0.36,0.0,$1.394B,0,0,0,0,0,0.0,0.0,0,0,-0.349,-0.36,-0.3691,0.16219999999999998,0.0,0,0.0,0,1184.0,0.0,0.0,0.0,0.0,-6.9501,0.0,0.0,0.0,0.0,0.0,0.0
857,DGLY,Digital Ally Inc,Communications & Networking,4.15,0.09210000000000002,-0.11,-0.99,$6.922M,0,0,0,0,0,-0.5,0.0,0,0,0.09210000000000002,-0.11,-0.9483,-0.9768000000000001,-0.9994,0.2,0.0,0,0.37,0.02,0.0,19.4,-1.1858,-0.35810000000000003,0.0,0.0,0.0,0.0,0.0,0.0
858,APPS,Digital Turbine Inc,Software & IT Services,4.55,-0.0194,0.31,1.02,$477.782M,0,0,-1,1,0,0.0,3.0,1,0,-0.0194,0.31,0.3479,0.2676,0.9047,2.63,0.0,0,0.99,2.92,0.0,71.39,-1.0171999999999999,-0.31829999999999997,-0.5,0.3448,-0.10369999999999999,0.0649,0.0,0.0
859,DHAI,DIH Holding US Inc,Healthcare Equipment & Supplies,0.26,0.1317,0.37,-0.85,$12.118M,0,0,0,0,0,0.0,0.0,0,-1,0.1317,0.37,0.2801,-0.424,-0.8567,1.12,0.0,0,0.17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
860,DCOM,Dime Community Bancshares Inc,Banking Services,25.86,-0.034,-0.03,0.34,$1.133B,0,0,0,0,0,0.0,1.6,1,-1,-0.034,-0.03,-0.0688,-0.1518,0.23420000000000002,0.86,40.7,0,3.37,0.87,0.0,0.0,0.0208,0.0024,0.7877,0.433,0.25129999999999997,0.166,0.0387,0.0168
861,DIOD,Diodes Inc,Semiconductors & Semiconductor Equipment ,46.61,-0.023700000000000002,0.2,-0.37,$2.163B,0,0,0,1,0,0.0,2.8,1,0,-0.023700000000000002,0.2,0.147,-0.1319,-0.4324,1.52,84.71,0,1.61,1.2,12.65,2.69,0.0144,0.0139,-0.11449999999999999,0.7845,0.087,0.0738,0.0,0.0
862,DRCT,Direct Digital Holdings Inc,Media & Publishing,0.49,-0.0781,-0.27,-0.87,$4.001M,-1,0,0,0,0,0.0,2.5,1,-1,-0.0781,-0.27,-0.3653,-0.4888,-0.8669,3.23,0.0,0,0.19,0.0,0.0,270.37,0.0,-0.5752,0.0,0.0,0.0,0.0,0.0,0.0
863,IRON,Disc Medicine Inc,Biotechnology & Medical Research,45.88,-0.0766,0.04,0.44,$1.589B,0,0,0,0,1,0.0,1.7,1,-1,-0.0766,0.04,-0.0862,-0.138,0.19899999999999998,1.37,0.0,0,0.0,2.4,0.0,4.14,-0.2334,-0.2191,0.0,0.0,0.0,0.0,0.0,0.0
864,DIST,Distoken Acquisition Corp,Holding Companies,12.00,0.0,-0.04,0.07,$38.400M,0,0,0,0,0,0.0,0.0,0,0,0.0,-0.04,-0.0617,0.0862,0.0,-0.02,0.0,0,0.0,9.54,0.0,25.18,-0.0179,-0.0161,0.0,0.0,0.0,0.0,0.0,0.0
865,DSGR,Distribution Solutions Group Inc,"Machinery, Equipment & Components",28.29,0.0217,0.0,-0.25,$1.317B,0,0,0,0,0,-0.5,1.7,1,-1,0.0217,0.0,0.0098,-0.0352,-0.30219999999999997,0.91,1751.7,0,0.7,2.07,16.74,54.23,0.0018,0.0007000000000000001,0.0069,0.0897,0.0861,0.040999999999999995,0.0,0.0
866,DHC,Diversified Healthcare Trust,Residential & Commercial REITs,3.24,0.0189,0.32,0.31,$781.653M,-1,0,-1,0,0,-0.5,3.0,0,0,0.0189,0.32,0.3287,0.33,0.2647,0.77,0.0,0,0.52,0.4,0.0,58.98,-0.1396,-0.056900000000000006,0.5806,-0.0462,0.029300000000000003,0.0452,0.0123,-0.4561
867,DLHC,DLH Holdings Corp,Software & IT Services,5.16,0.0138,0.39,-0.53,$74.232M,0,0,0,0,0,0.0,2.0,1,0,0.0138,0.39,0.3132,-0.0354,-0.561,0.82,13.71,0.40332,0.2,0.66,3.27,56.62,0.049400000000000006,0.0172,0.0,0.0,-0.1898,-0.14279999999999998,0.0,0.0
